home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,start_lat,start_lng,end_lat,end_lng,hour_of_day,Date,OnlyTime
Sarjapur,Nagavara,12.8618,77.79,13.0458,77.6245,Tuesday,2025-03-25 18:00:00,102.16666666666669,,,,,,,,,,2025-03-25,18:00:00
Koramangala,BTM Layout,12.9352,77.6245,12.9166,77.6101,Friday,2025-01-17 08:45:00,28.55,,,,,,,,,,2025-01-17,08:45:00
Malleshwaram,RT Nagar,13.0097,77.569,13.0086,77.5917,Thursday,2025-02-06 18:00:00,13.283333333333331,,,,,,,,,,2025-02-06,18:00:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Monday,2025-01-27 08:45:00,69.4,,,,,,,,,,2025-01-27,08:45:00
Nagavara,Koramangala,13.0458,77.6245,12.9352,77.6245,Saturday,2025-02-01 18:00:00,63.53333333333333,,,,,,,,,,2025-02-01,18:00:00
Jayanagar,HSR Layout,12.925,77.5938,12.9121,77.6446,Wednesday,2025-02-05 18:30:00,21.666666666666668,,,,,,,,,,2025-02-05,18:30:00
Basavanagudi,Nagavara,12.9407,77.5848,13.0458,77.6245,Monday,2025-02-24 08:15:00,48.016666666666666,,,,,,,,,,2025-02-24,08:15:00
Hebbal,Koramangala,13.0352,77.5912,12.9352,77.6245,Sunday,2025-02-09 08:45:00,36.583333333333336,,,,,,,,,,2025-02-09,08:45:00
Vijayanagar,Malleshwaram,12.9798,77.5441,13.0097,77.569,Friday,2025-04-11 18:30:00,21.016666666666666,,,,,,,,,,2025-04-11,18:30:00
Indiranagar,RT Nagar,12.9716,77.6412,13.0086,77.5917,Tuesday,2025-04-08 08:30:00,31.383333333333333,,,,,,,,,,2025-04-08,08:30:00
Koramangala,Sarjapur,12.9352,77.6245,12.8618,77.79,Sunday,2025-03-16 18:30:00,52.16666666666666,,,,,,,,,,2025-03-16,18:30:00
Yelahanka,Koramangala,13.1007,77.5963,12.9352,77.6245,Wednesday,2025-01-22 08:30:00,64.96666666666667,,,,,,,,,,2025-01-22,08:30:00
Indiranagar,Nagavara,12.9716,77.6412,13.0458,77.6245,Saturday,2025-02-15 08:00:00,30.35,,,,,,,,,,2025-02-15,08:00:00
Banashankari,Sarjapur,12.9184,77.5736,12.8618,77.79,Sunday,2025-03-02 18:45:00,59.88333333333333,,,,,,,,,,2025-03-02,18:45:00
BTM Layout,Hebbal,12.9166,77.6101,13.0352,77.5912,Thursday,2025-03-13 08:00:00,62.95,,,,,,,,,,2025-03-13,08:00:00
Jayanagar,Vijayanagar,12.925,77.5938,12.9798,77.5441,Wednesday,2025-02-12 08:45:00,42.46666666666667,,,,,,,,,,2025-02-12,08:45:00
BTM Layout,Rajajinagar,12.9166,77.6101,12.9911,77.556,Thursday,2025-03-27 08:45:00,57.96666666666667,,,,,,,,,,2025-03-27,08:45:00
Koramangala,Malleshwaram,12.9352,77.6245,13.0097,77.569,Wednesday,2025-03-19 18:30:00,51.73333333333333,,,,,,,,,,2025-03-19,18:30:00
Electronic City,RT Nagar,12.8452,77.66,13.0086,77.5917,Monday,2025-02-17 18:00:00,70.55,,,,,,,,,,2025-02-17,18:00:00
Nagavara,RT Nagar,13.0458,77.6245,13.0086,77.5917,Sunday,2025-02-09 08:45:00,19.75,,,,,,,,,,2025-02-09,08:45:00
MG Road,Vijayanagar,12.9756,77.605,12.9798,77.5441,Saturday,2025-02-22 18:00:00,35.35,,,,,,,,,,2025-02-22,18:00:00
Jayanagar,Sarjapur,12.925,77.5938,12.8618,77.79,Sunday,2025-02-23 18:00:00,56.86666666666667,,,,,,,,,,2025-02-23,18:00:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Tuesday,2025-02-25 18:45:00,45.16666666666666,,,,,,,,,,2025-02-25,18:45:00
Rajajinagar,Banashankari,12.9911,77.556,12.9184,77.5736,Friday,2025-01-17 18:45:00,47.48333333333333,,,,,,,,,,2025-01-17,18:45:00
HSR Layout,Sarjapur,12.9121,77.6446,12.8618,77.79,Tuesday,2025-03-11 08:30:00,47.16666666666666,,,,,,,,,,2025-03-11,08:30:00
Yelahanka,Nagavara,13.1007,77.5963,13.0458,77.6245,Sunday,2025-03-16 18:45:00,26.78333333333333,,,,,,,,,,2025-03-16,18:45:00
Koramangala,RT Nagar,12.9352,77.6245,13.0086,77.5917,Friday,2025-04-11 18:00:00,52.45,,,,,,,,,,2025-04-11,18:00:00
Indiranagar,Electronic City,12.9716,77.6412,12.8452,77.66,Wednesday,2025-02-05 18:15:00,52.38333333333333,,,,,,,,,,2025-02-05,18:15:00
Malleshwaram,Indiranagar,13.0097,77.569,12.9716,77.6412,Thursday,2025-04-03 18:00:00,44.03333333333333,,,,,,,,,,2025-04-03,18:00:00
Banashankari,Sarjapur,12.9184,77.5736,12.8618,77.79,Saturday,2025-02-22 18:30:00,66.13333333333334,,,,,,,,,,2025-02-22,18:30:00
Hebbal,Nagavara,13.0352,77.5912,13.0458,77.6245,Tuesday,2025-01-14 08:45:00,19.666666666666668,,,,,,,,,,2025-01-14,08:45:00
HSR Layout,Electronic City,12.9121,77.6446,12.8452,77.66,Monday,2025-03-17 08:45:00,23.28333333333333,,,,,,,,,,2025-03-17,08:45:00
Koramangala,Sarjapur,12.9352,77.6245,12.8618,77.79,Friday,2025-02-21 08:15:00,49.833333333333336,,,,,,,,,,2025-02-21,08:15:00
MG Road,BTM Layout,12.9756,77.605,12.9166,77.6101,Friday,2025-02-21 08:00:00,32.15,,,,,,,,,,2025-02-21,08:00:00
Jayanagar,Indiranagar,12.925,77.5938,12.9716,77.6412,Wednesday,2025-04-02 18:00:00,46.53333333333333,,,,,,,,,,2025-04-02,18:00:00
Hebbal,Banashankari,13.0352,77.5912,12.9184,77.5736,Friday,2025-02-28 18:00:00,62.78333333333333,,,,,,,,,,2025-02-28,18:00:00
Koramangala,Banashankari,12.9352,77.6245,12.9184,77.5736,Saturday,2025-02-15 08:45:00,26.45,,,,,,,,,,2025-02-15,08:45:00
Jayanagar,MG Road,12.925,77.5938,12.9756,77.605,Tuesday,2025-02-25 08:45:00,26.85,,,,,,,,,,2025-02-25,08:45:00
Koramangala,HSR Layout,12.9352,77.6245,12.9121,77.6446,Tuesday,2025-03-04 18:00:00,18.08333333333333,,,,,,,,,,2025-03-04,18:00:00
Malleshwaram,Kengeri,13.0097,77.569,12.9141,77.5145,Friday,2025-03-14 18:45:00,49.71666666666667,,,,,,,,,,2025-03-14,18:45:00
Nagavara,Indiranagar,13.0458,77.6245,12.9716,77.6412,Saturday,2025-03-15 08:30:00,36.98333333333333,,,,,,,,,,2025-03-15,08:30:00
Yelahanka,Hebbal,13.1007,77.5963,13.0352,77.5912,Tuesday,2025-03-04 08:15:00,19.7,,,,,,,,,,2025-03-04,08:15:00
BTM Layout,Banashankari,12.9166,77.6101,12.9184,77.5736,Saturday,2025-03-01 08:15:00,24.716666666666665,,,,,,,,,,2025-03-01,08:15:00
Marathahalli,Banashankari,12.955,77.7019,12.9184,77.5736,Friday,2025-02-21 08:00:00,41.06666666666667,,,,,,,,,,2025-02-21,08:00:00
Electronic City,Rajajinagar,12.8452,77.66,12.9911,77.556,Saturday,2025-03-22 18:00:00,59.68333333333333,,,,,,,,,,2025-03-22,18:00:00
Indiranagar,Kengeri,12.9716,77.6412,12.9141,77.5145,Wednesday,2025-03-12 08:30:00,50.41666666666666,,,,,,,,,,2025-03-12,08:30:00
Vijayanagar,BTM Layout,12.9798,77.5441,12.9166,77.6101,Thursday,2025-02-27 18:00:00,61.38333333333333,,,,,,,,,,2025-02-27,18:00:00
Basavanagudi,Koramangala,12.9407,77.5848,12.9352,77.6245,Friday,2025-01-17 18:15:00,28.933333333333334,,,,,,,,,,2025-01-17,18:15:00
MG Road,Kengeri,12.9756,77.605,12.9141,77.5145,Thursday,2025-02-27 08:45:00,37.2,,,,,,,,,,2025-02-27,08:45:00
Hebbal,Electronic City,13.0352,77.5912,12.8452,77.66,Sunday,2025-03-23 08:45:00,51.28333333333333,,,,,,,,,,2025-03-23,08:45:00
Marathahalli,Whitefield,12.955,77.7019,12.9698,77.7499,Wednesday,2025-03-26 08:30:00,20.33333333333333,,,,,,,,,,2025-03-26,08:30:00
Basavanagudi,MG Road,12.9407,77.5848,12.9756,77.605,Sunday,2025-02-02 08:30:00,16.283333333333335,,,,,,,,,,2025-02-02,08:30:00
Banashankari,Nagavara,12.9184,77.5736,13.0458,77.6245,Friday,2025-02-14 18:30:00,68.51666666666667,,,,,,,,,,2025-02-14,18:30:00
Banashankari,MG Road,12.9184,77.5736,12.9756,77.605,Friday,2025-03-28 08:30:00,31.55,,,,,,,,,,2025-03-28,08:30:00
Malleshwaram,Jayanagar,13.0097,77.569,12.925,77.5938,Tuesday,2025-03-11 18:15:00,48.45,,,,,,,,,,2025-03-11,18:15:00
Indiranagar,Kengeri,12.9716,77.6412,12.9141,77.5145,Friday,2025-03-21 18:15:00,71.11666666666666,,,,,,,,,,2025-03-21,18:15:00
Whitefield,Nagavara,12.9698,77.7499,13.0458,77.6245,Friday,2025-02-28 18:15:00,65.61666666666666,,,,,,,,,,2025-02-28,18:15:00
Basavanagudi,HSR Layout,12.9407,77.5848,12.9121,77.6446,Saturday,2025-03-08 18:45:00,27.366666666666667,,,,,,,,,,2025-03-08,18:45:00
Malleshwaram,Kengeri,13.0097,77.569,12.9141,77.5145,Friday,2025-01-24 08:00:00,39.833333333333336,,,,,,,,,,2025-01-24,08:00:00
Electronic City,MG Road,12.8452,77.66,12.9756,77.605,Wednesday,2025-03-05 18:00:00,53.3,,,,,,,,,,2025-03-05,18:00:00
Malleshwaram,Yelahanka,13.0097,77.569,13.1007,77.5963,Friday,2025-02-28 18:00:00,31.45,,,,,,,,,,2025-02-28,18:00:00
Whitefield,Koramangala,12.9698,77.7499,12.9352,77.6245,Thursday,2025-03-06 18:45:00,63.28333333333333,,,,,,,,,,2025-03-06,18:45:00
Basavanagudi,Sarjapur,12.9407,77.5848,12.8618,77.79,Saturday,2025-02-22 08:45:00,60.91666666666666,,,,,,,,,,2025-02-22,08:45:00
Sarjapur,Marathahalli,12.8618,77.79,12.955,77.7019,Sunday,2025-01-12 08:00:00,44.333333333333336,,,,,,,,,,2025-01-12,08:00:00
HSR Layout,RT Nagar,12.9121,77.6446,13.0086,77.5917,Thursday,2025-02-27 18:15:00,66.23333333333333,,,,,,,,,,2025-02-27,18:15:00
Jayanagar,Koramangala,12.925,77.5938,12.9352,77.6245,Sunday,2025-03-09 18:15:00,21.816666666666663,,,,,,,,,,2025-03-09,18:15:00
Banashankari,Malleshwaram,12.9184,77.5736,13.0097,77.569,Sunday,2025-02-23 08:45:00,39.38333333333333,,,,,,,,,,2025-02-23,08:45:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Friday,2025-03-21 08:45:00,13.466666666666669,,,,,,,,,,2025-03-21,08:45:00
Marathahalli,Koramangala,12.955,77.7019,12.9352,77.6245,Tuesday,2025-03-18 18:15:00,38.083333333333336,,,,,,,,,,2025-03-18,18:15:00
Electronic City,Whitefield,12.8452,77.66,12.9698,77.7499,Wednesday,2025-04-09 18:45:00,70.63333333333334,,,,,,,,,,2025-04-09,18:45:00
Marathahalli,Koramangala,12.955,77.7019,12.9352,77.6245,Wednesday,2025-02-05 08:30:00,33.266666666666666,,,,,,,,,,2025-02-05,08:30:00
Marathahalli,Electronic City,12.955,77.7019,12.8452,77.66,Saturday,2025-01-25 08:15:00,33.766666666666666,,,,,,,,,,2025-01-25,08:15:00
Jayanagar,Vijayanagar,12.925,77.5938,12.9798,77.5441,Thursday,2025-01-16 18:15:00,50.56666666666667,,,,,,,,,,2025-01-16,18:15:00
Basavanagudi,Vijayanagar,12.9407,77.5848,12.9798,77.5441,Saturday,2025-03-15 18:45:00,39.96666666666667,,,,,,,,,,2025-03-15,18:45:00
Whitefield,HSR Layout,12.9698,77.7499,12.9121,77.6446,Friday,2025-03-28 08:15:00,40.31666666666667,,,,,,,,,,2025-03-28,08:15:00
Hebbal,Koramangala,13.0352,77.5912,12.9352,77.6245,Sunday,2025-01-12 08:00:00,35.88333333333333,,,,,,,,,,2025-01-12,08:00:00
Basavanagudi,Electronic City,12.9407,77.5848,12.8452,77.66,Saturday,2025-03-01 18:45:00,33.81666666666667,,,,,,,,,,2025-03-01,18:45:00
Malleshwaram,Banashankari,13.0097,77.569,12.9184,77.5736,Wednesday,2025-02-05 18:45:00,55.18333333333333,,,,,,,,,,2025-02-05,18:45:00
Jayanagar,Whitefield,12.925,77.5938,12.9698,77.7499,Friday,2025-01-17 08:30:00,51.66666666666666,,,,,,,,,,2025-01-17,08:30:00
Banashankari,Rajajinagar,12.9184,77.5736,12.9911,77.556,Saturday,2025-01-18 08:00:00,31.316666666666663,,,,,,,,,,2025-01-18,08:00:00
Vijayanagar,Basavanagudi,12.9798,77.5441,12.9407,77.5848,Thursday,2025-04-10 08:00:00,32.1,,,,,,,,,,2025-04-10,08:00:00
RT Nagar,Sarjapur,13.0086,77.5917,12.8618,77.79,Friday,2025-02-28 08:00:00,82.73333333333333,,,,,,,,,,2025-02-28,08:00:00
Malleshwaram,Sarjapur,13.0097,77.569,12.8618,77.79,Wednesday,2025-01-22 18:30:00,107.43333333333334,,,,,,,,,,2025-01-22,18:30:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Monday,2025-03-31 08:30:00,33.7,,,,,,,,,,2025-03-31,08:30:00
Koramangala,Vijayanagar,12.9352,77.6245,12.9798,77.5441,Friday,2025-03-14 18:00:00,58.46666666666667,,,,,,,,,,2025-03-14,18:00:00
Yelahanka,Hebbal,13.1007,77.5963,13.0352,77.5912,Thursday,2025-03-13 18:00:00,24.33333333333333,,,,,,,,,,2025-03-13,18:00:00
Whitefield,Marathahalli,12.9698,77.7499,12.955,77.7019,Thursday,2025-04-10 08:00:00,23.83333333333333,,,,,,,,,,2025-04-10,08:00:00
Kengeri,HSR Layout,12.9141,77.5145,12.9121,77.6446,Thursday,2025-02-27 08:15:00,50.53333333333333,,,,,,,,,,2025-02-27,08:15:00
RT Nagar,Koramangala,13.0086,77.5917,12.9352,77.6245,Wednesday,2025-01-22 18:30:00,47.48333333333333,,,,,,,,,,2025-01-22,18:30:00
Electronic City,Rajajinagar,12.8452,77.66,12.9911,77.556,Tuesday,2025-01-14 18:15:00,64.48333333333333,,,,,,,,,,2025-01-14,18:15:00
Rajajinagar,Vijayanagar,12.9911,77.556,12.9798,77.5441,Sunday,2025-02-16 18:30:00,11.533333333333331,,,,,,,,,,2025-02-16,18:30:00
Hebbal,MG Road,13.0352,77.5912,12.9756,77.605,Thursday,2025-04-03 18:45:00,29.616666666666667,,,,,,,,,,2025-04-03,18:45:00
Electronic City,Indiranagar,12.8452,77.66,12.9716,77.6412,Sunday,2025-04-06 08:30:00,32.766666666666666,,,,,,,,,,2025-04-06,08:30:00
Rajajinagar,Vijayanagar,12.9911,77.556,12.9798,77.5441,Wednesday,2025-02-19 08:45:00,11.55,,,,,,,,,,2025-02-19,08:45:00
Rajajinagar,Banashankari,12.9911,77.556,12.9184,77.5736,Thursday,2025-02-20 18:15:00,48.61666666666667,,,,,,,,,,2025-02-20,18:15:00
BTM Layout,Kengeri,12.9166,77.6101,12.9141,77.5145,Tuesday,2025-03-25 18:15:00,66.3,,,,,,,,,,2025-03-25,18:15:00
Kengeri,BTM Layout,12.9141,77.5145,12.9166,77.6101,Saturday,2025-03-15 18:00:00,49.2,,,,,,,,,,2025-03-15,18:00:00
Yelahanka,Basavanagudi,13.1007,77.5963,12.9407,77.5848,Thursday,2025-03-27 18:15:00,60.31666666666667,,,,,,,,,,2025-03-27,18:15:00
Marathahalli,Rajajinagar,12.955,77.7019,12.9911,77.556,Wednesday,2025-03-05 08:00:00,52.8,,,,,,,,,,2025-03-05,08:00:00
Vijayanagar,Whitefield,12.9798,77.5441,12.9698,77.7499,Monday,2025-03-10 18:00:00,90.53333333333332,,,,,,,,,,2025-03-10,18:00:00
Banashankari,Indiranagar,12.9184,77.5736,12.9716,77.6412,Sunday,2025-02-02 08:45:00,36.0,,,,,,,,,,2025-02-02,08:45:00
Vijayanagar,HSR Layout,12.9798,77.5441,12.9121,77.6446,Wednesday,2025-03-12 08:00:00,53.73333333333333,,,,,,,,,,2025-03-12,08:00:00
Banashankari,Rajajinagar,12.9184,77.5736,12.9911,77.556,Tuesday,2025-02-18 08:15:00,33.6,,,,,,,,,,2025-02-18,08:15:00
BTM Layout,Rajajinagar,12.9166,77.6101,12.9911,77.556,Saturday,2025-03-22 18:15:00,61.88333333333333,,,,,,,,,,2025-03-22,18:15:00
Whitefield,Vijayanagar,12.9698,77.7499,12.9798,77.5441,Sunday,2025-03-23 08:15:00,65.35,,,,,,,,,,2025-03-23,08:15:00
Electronic City,Basavanagudi,12.8452,77.66,12.9407,77.5848,Monday,2025-01-13 08:15:00,37.1,,,,,,,,,,2025-01-13,08:15:00
Vijayanagar,Basavanagudi,12.9798,77.5441,12.9407,77.5848,Sunday,2025-02-23 08:15:00,28.45,,,,,,,,,,2025-02-23,08:15:00
Jayanagar,Hebbal,12.925,77.5938,13.0352,77.5912,Wednesday,2025-03-05 08:30:00,48.66666666666666,,,,,,,,,,2025-03-05,08:30:00
Basavanagudi,Malleshwaram,12.9407,77.5848,13.0097,77.569,Thursday,2025-02-27 08:45:00,34.266666666666666,,,,,,,,,,2025-02-27,08:45:00
Kengeri,BTM Layout,12.9141,77.5145,12.9166,77.6101,Tuesday,2025-04-01 08:45:00,44.21666666666667,,,,,,,,,,2025-04-01,08:45:00
Nagavara,Jayanagar,13.0458,77.6245,12.925,77.5938,Monday,2025-02-24 08:45:00,61.333333333333336,,,,,,,,,,2025-02-24,08:45:00
Electronic City,HSR Layout,12.8452,77.66,12.9121,77.6446,Wednesday,2025-01-15 08:45:00,24.016666666666666,,,,,,,,,,2025-01-15,08:45:00
Whitefield,Vijayanagar,12.9698,77.7499,12.9798,77.5441,Sunday,2025-03-16 18:45:00,75.95,,,,,,,,,,2025-03-16,18:45:00
Electronic City,Indiranagar,12.8452,77.66,12.9716,77.6412,Sunday,2025-02-23 08:00:00,32.333333333333336,,,,,,,,,,2025-02-23,08:00:00
Hebbal,Basavanagudi,13.0352,77.5912,12.9407,77.5848,Monday,2025-02-03 18:30:00,41.46666666666667,,,,,,,,,,2025-02-03,18:30:00
Yelahanka,HSR Layout,13.1007,77.5963,12.9121,77.6446,Sunday,2025-03-23 08:15:00,57.833333333333336,,,,,,,,,,2025-03-23,08:15:00
Hebbal,Marathahalli,13.0352,77.5912,12.955,77.7019,Thursday,2025-02-06 18:15:00,65.7,,,,,,,,,,2025-02-06,18:15:00
Kengeri,Rajajinagar,12.9141,77.5145,12.9911,77.556,Wednesday,2025-03-19 08:45:00,37.53333333333333,,,,,,,,,,2025-03-19,08:45:00
Whitefield,Basavanagudi,12.9698,77.7499,12.9407,77.5848,Sunday,2025-02-09 08:45:00,51.9,,,,,,,,,,2025-02-09,08:45:00
Hebbal,Vijayanagar,13.0352,77.5912,12.9798,77.5441,Monday,2025-04-07 08:45:00,27.98333333333333,,,,,,,,,,2025-04-07,08:45:00
Yelahanka,Basavanagudi,13.1007,77.5963,12.9407,77.5848,Saturday,2025-01-25 18:15:00,57.36666666666667,,,,,,,,,,2025-01-25,18:15:00
Kengeri,MG Road,12.9141,77.5145,12.9756,77.605,Saturday,2025-02-15 18:00:00,57.0,,,,,,,,,,2025-02-15,18:00:00
Vijayanagar,Malleshwaram,12.9798,77.5441,13.0097,77.569,Sunday,2025-03-16 18:00:00,18.55,,,,,,,,,,2025-03-16,18:00:00
Indiranagar,Banashankari,12.9716,77.6412,12.9184,77.5736,Tuesday,2025-03-04 18:45:00,51.75,,,,,,,,,,2025-03-04,18:45:00
Rajajinagar,BTM Layout,12.9911,77.556,12.9166,77.6101,Sunday,2025-03-09 18:45:00,45.48333333333333,,,,,,,,,,2025-03-09,18:45:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Monday,2025-01-13 08:00:00,27.8,,,,,,,,,,2025-01-13,08:00:00
Sarjapur,MG Road,12.8618,77.79,12.9756,77.605,Friday,2025-01-17 18:00:00,92.55,,,,,,,,,,2025-01-17,18:00:00
Koramangala,RT Nagar,12.9352,77.6245,13.0086,77.5917,Friday,2025-01-24 18:15:00,52.083333333333336,,,,,,,,,,2025-01-24,18:15:00
Sarjapur,HSR Layout,12.8618,77.79,12.9121,77.6446,Friday,2025-02-21 18:15:00,56.7,,,,,,,,,,2025-02-21,18:15:00
Kengeri,Electronic City,12.9141,77.5145,12.8452,77.66,Friday,2025-03-21 18:00:00,48.38333333333333,,,,,,,,,,2025-03-21,18:00:00
Banashankari,Yelahanka,12.9184,77.5736,13.1007,77.5963,Monday,2025-03-24 08:00:00,51.78333333333333,,,,,,,,,,2025-03-24,08:00:00
Nagavara,Banashankari,13.0458,77.6245,12.9184,77.5736,Wednesday,2025-03-19 08:30:00,69.21666666666667,,,,,,,,,,2025-03-19,08:30:00
MG Road,RT Nagar,12.9756,77.605,13.0086,77.5917,Tuesday,2025-02-04 08:15:00,15.85,,,,,,,,,,2025-02-04,08:15:00
RT Nagar,Banashankari,13.0086,77.5917,12.9184,77.5736,Saturday,2025-01-25 08:15:00,39.06666666666667,,,,,,,,,,2025-01-25,08:15:00
Nagavara,Rajajinagar,13.0458,77.6245,12.9911,77.556,Monday,2025-02-03 08:45:00,42.13333333333333,,,,,,,,,,2025-02-03,08:45:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Wednesday,2025-02-19 18:30:00,34.233333333333334,,,,,,,,,,2025-02-19,18:30:00
Kengeri,RT Nagar,12.9141,77.5145,13.0086,77.5917,Sunday,2025-02-02 18:30:00,50.93333333333333,,,,,,,,,,2025-02-02,18:30:00
Hebbal,Yelahanka,13.0352,77.5912,13.1007,77.5963,Saturday,2025-03-01 18:00:00,23.45,,,,,,,,,,2025-03-01,18:00:00
Kengeri,Koramangala,12.9141,77.5145,12.9352,77.6245,Sunday,2025-02-16 18:45:00,58.91666666666666,,,,,,,,,,2025-02-16,18:45:00
HSR Layout,Whitefield,12.9121,77.6446,12.9698,77.7499,Thursday,2025-01-30 08:30:00,45.78333333333333,,,,,,,,,,2025-01-30,08:30:00
Malleshwaram,Koramangala,13.0097,77.569,12.9352,77.6245,Tuesday,2025-01-14 18:00:00,55.2,,,,,,,,,,2025-01-14,18:00:00
Yelahanka,Koramangala,13.1007,77.5963,12.9352,77.6245,Sunday,2025-01-26 08:15:00,47.8,,,,,,,,,,2025-01-26,08:15:00
Sarjapur,Marathahalli,12.8618,77.79,12.955,77.7019,Monday,2025-04-07 18:15:00,60.8,,,,,,,,,,2025-04-07,18:15:00
Electronic City,Jayanagar,12.8452,77.66,12.925,77.5938,Monday,2025-02-24 08:15:00,29.166666666666668,,,,,,,,,,2025-02-24,08:15:00
Koramangala,Whitefield,12.9352,77.6245,12.9698,77.7499,Wednesday,2025-01-22 08:15:00,46.083333333333336,,,,,,,,,,2025-01-22,08:15:00
Yelahanka,Electronic City,13.1007,77.5963,12.8452,77.66,Friday,2025-03-21 08:30:00,76.05,,,,,,,,,,2025-03-21,08:30:00
BTM Layout,Yelahanka,12.9166,77.6101,13.1007,77.5963,Saturday,2025-04-05 18:45:00,72.35,,,,,,,,,,2025-04-05,18:45:00
BTM Layout,MG Road,12.9166,77.6101,12.9756,77.605,Saturday,2025-02-22 08:00:00,32.13333333333333,,,,,,,,,,2025-02-22,08:00:00
Whitefield,RT Nagar,12.9698,77.7499,13.0086,77.5917,Friday,2025-03-14 08:15:00,59.61666666666667,,,,,,,,,,2025-03-14,08:15:00
RT Nagar,Yelahanka,13.0086,77.5917,13.1007,77.5963,Thursday,2025-02-27 08:45:00,19.73333333333333,,,,,,,,,,2025-02-27,08:45:00
Rajajinagar,MG Road,12.9911,77.556,12.9756,77.605,Tuesday,2025-03-25 08:45:00,27.616666666666667,,,,,,,,,,2025-03-25,08:45:00
Hebbal,Koramangala,13.0352,77.5912,12.9352,77.6245,Friday,2025-04-11 08:30:00,45.71666666666667,,,,,,,,,,2025-04-11,08:30:00
MG Road,Koramangala,12.9756,77.605,12.9352,77.6245,Saturday,2025-02-15 18:00:00,28.883333333333333,,,,,,,,,,2025-02-15,18:00:00
RT Nagar,Sarjapur,13.0086,77.5917,12.8618,77.79,Sunday,2025-02-09 18:15:00,85.7,,,,,,,,,,2025-02-09,18:15:00
Rajajinagar,MG Road,12.9911,77.556,12.9756,77.605,Friday,2025-03-14 18:30:00,31.15,,,,,,,,,,2025-03-14,18:30:00
Indiranagar,Nagavara,12.9716,77.6412,13.0458,77.6245,Wednesday,2025-03-05 18:15:00,47.833333333333336,,,,,,,,,,2025-03-05,18:15:00
Indiranagar,Electronic City,12.9716,77.6412,12.8452,77.66,Saturday,2025-01-25 08:45:00,33.95,,,,,,,,,,2025-01-25,08:45:00
Jayanagar,BTM Layout,12.925,77.5938,12.9166,77.6101,Monday,2025-01-13 08:30:00,8.9,,,,,,,,,,2025-01-13,08:30:00
Electronic City,Vijayanagar,12.8452,77.66,12.9798,77.5441,Friday,2025-01-31 18:30:00,59.1,,,,,,,,,,2025-01-31,18:30:00
Malleshwaram,Vijayanagar,13.0097,77.569,12.9798,77.5441,Sunday,2025-01-19 08:15:00,17.516666666666666,,,,,,,,,,2025-01-19,08:15:00
Whitefield,Koramangala,12.9698,77.7499,12.9352,77.6245,Wednesday,2025-03-05 18:45:00,63.56666666666667,,,,,,,,,,2025-03-05,18:45:00
Jayanagar,Electronic City,12.925,77.5938,12.8452,77.66,Thursday,2025-02-13 18:30:00,32.1,,,,,,,,,,2025-02-13,18:30:00
Nagavara,Marathahalli,13.0458,77.6245,12.955,77.7019,Thursday,2025-03-20 08:00:00,51.88333333333333,,,,,,,,,,2025-03-20,08:00:00
RT Nagar,Banashankari,13.0086,77.5917,12.9184,77.5736,Wednesday,2025-02-12 18:00:00,53.28333333333333,,,,,,,,,,2025-02-12,18:00:00
Vijayanagar,Malleshwaram,12.9798,77.5441,13.0097,77.569,Friday,2025-03-28 18:15:00,21.0,,,,,,,,,,2025-03-28,18:15:00
Basavanagudi,HSR Layout,12.9407,77.5848,12.9121,77.6446,Tuesday,2025-04-01 08:00:00,24.1,,,,,,,,,,2025-04-01,08:00:00
Sarjapur,Electronic City,12.8618,77.79,12.8452,77.66,Monday,2025-02-17 18:30:00,47.31666666666667,,,,,,,,,,2025-02-17,18:30:00
HSR Layout,Whitefield,12.9121,77.6446,12.9698,77.7499,Wednesday,2025-02-26 18:30:00,57.93333333333333,,,,,,,,,,2025-02-26,18:30:00
Whitefield,Kengeri,12.9698,77.7499,12.9141,77.5145,Sunday,2025-03-09 08:45:00,71.8,,,,,,,,,,2025-03-09,08:45:00
MG Road,Malleshwaram,12.9756,77.605,13.0097,77.569,Tuesday,2025-04-01 18:15:00,27.0,,,,,,,,,,2025-04-01,18:15:00
BTM Layout,Banashankari,12.9166,77.6101,12.9184,77.5736,Wednesday,2025-03-05 18:00:00,39.833333333333336,,,,,,,,,,2025-03-05,18:00:00
Electronic City,Marathahalli,12.8452,77.66,12.955,77.7019,Wednesday,2025-03-05 18:30:00,59.516666666666666,,,,,,,,,,2025-03-05,18:30:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Tuesday,2025-02-18 08:30:00,17.483333333333334,,,,,,,,,,2025-02-18,08:30:00
Hebbal,Marathahalli,13.0352,77.5912,12.955,77.7019,Friday,2025-03-14 18:00:00,62.66666666666666,,,,,,,,,,2025-03-14,18:00:00
